bvid,title,accepted,exclusion_reasons,caption_count,coverage_ratio,restaurant_signal,financial_signal,unrelated_signal,title_body_alignment,dimensions,path
BV1Ur7V6YEY7,那么多害人的快招他们不管，却封了勇哥的小黄车！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,173,3.962,2,0,0,0,产品客单与差异化、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Ur7V6YEY7.srt
BV1Ek756QExT,突发斗音官方来电，勇哥：到底哪里违规了？ 对方最后直接挂断电话！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,235,1.324,0,0,0,0,位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Ek756QExT.srt
BV1NK7V6tEw4,恭喜小伙发财，捡漏好位置！勇哥在线支招更上一层楼 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,245,0.908,3,0,0,0,水电及其他固定成本、初始投入与债务、位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1NK7V6tEw4.srt
BV1Kt7q6hEAr,混音师梦碎北京！开烤肉赔光300万！勇哥：神仙来了也难救！@勇哥餐饮原创,True,,1148,0.999,176,62,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Kt7q6hEAr.srt
BV1Mv7a6nEHD,小伙要和老乡鸡、必胜客PK，老子打的就是精锐！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,54,0.154,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Mv7a6nEHD.srt
BV1ws7h6uE99,刷小红薯加盟奶茶，20天赔光20万！勇哥质问不吱声   @勇哥餐饮原创,False,餐饮语义信号不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,797,0.732,32,9,0,0,毛利与变动成本、人工与老板在场、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ws7h6uE99.srt
BV1Y67b6JEJV,南通最牛烤鱼后续：把厨师累到跑路！收到差评气的老板娘睡不着！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足,421,0.998,13,2,0,2,人工与老板在场、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Y67b6JEJV.srt
BV16s7b68E1s,宝妈加盟山东奶茶，8个月赔光18万！勇哥表示心累无奈  @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,74,0.152,3,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV16s7b68E1s.srt
BV1eZjd6fEmb,小伙宁愿睡地板，也要当老板！勇哥看好邀他入职  @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,55,0.137,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1eZjd6fEmb.srt
BV1YEjd6xE4D,20万开糖水只卖80块，半个月就要亏光！附近蜜雪老板看其可怜 推荐勇哥 @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,36,0.082,1,0,0,0,位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1YEjd6xE4D.srt
BV1bWj965ELr,虽然勇哥说服了我，但我就是想开！三文鱼の创业幻想 @勇哥餐饮原创,False,餐饮语义信号不足,524,0.999,31,11,0,1,毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1bWj965ELr.srt
BV1sGjR6rEyo,仙女开烘焙天天亏，好闺蜜还在捧杀！勇哥让其闭嘴！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,155,0.229,1,0,0,0,位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1sGjR6rEyo.srt
BV1aWj26cE1M,骚年！来爽一把游戏烧烤，免费玩PS5！@勇哥餐饮原创,True,,425,0.998,83,22,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1aWj26cE1M.srt
BV1fhjm65EdY,找不到真蜜雪，33万开“逃亡奶茶”，刚开业就要关门大吉！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,38,0.038,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1fhjm65EdY.srt
BV1Js7K6wEYF,刚赚钱就要开分店，这也太飘了吧！还是上来忽悠人的？@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,94,0.298,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Js7K6wEYF.srt
BV12K7P6iEyK,吃着火锅唱着歌，就把钱亏没啦！既可怜，又可恨！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,133,0.208,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV12K7P6iEyK.srt
BV1fp7P6REjB,敢和老乡鸡PK，负债60万还看不清自己，勇哥怒喷犟种！ @勇哥餐饮原创,True,,970,0.998,87,7,0,1,毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1fp7P6REjB.srt
BV1tf7c6YErH,南通最牛烤鱼后续，这破天的流量彻底爆了！老板娘感谢勇哥粉丝的大力支持！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,73,0.965,2,0,0,1,人工与老板在场,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1tf7c6YErH.srt
BV1tCj86VErX,19.8的自助快餐，全是给老板上课的！月亏2万怎么救？@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,239,0.391,5,0,1,0,位置商圈与客流、门头与可见性、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1tCj86VErX.srt
BV1zBjb6oEri,姑娘要砸17万开杂牌咖啡，12元的冰美式能吸引学生？@勇哥餐饮原创,True,,448,0.999,73,13,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1zBjb6oEri.srt
BV1zej46QEnL,考公大楼上开健身餐吧，勇哥痛批都是幻想！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,142,0.388,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1zej46QEnL.srt
BV1cCjH63EEG,投60万卖玉米糖水，月亏2万坚持不住啦！ @勇哥餐饮原创,True,,671,1.0,110,41,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1cCjH63EEG.srt
BV1znjE6bEMe,天上掉馅饼！年销140万的蜜雪，35万就能拿下！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,7,0.021,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1znjE6bEMe.srt
BV1aMjB6uEtP,老6弟弟的餐饮梦，10万开糖水，刚开业就送给家中姐妹。@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；与其他视频字幕重复且非最佳匹配,869,1.861,31,1,0,0,位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1aMjB6uEtP.srt
BV1qHjz6JE3W,垃圾位置也敢要15万！开餐酒吧，用妹子钓翘嘴！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,159,0.293,6,1,1,0,人工与老板在场、水电及其他固定成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1qHjz6JE3W.srt
BV1M1ja6SEa6,80万开演绎酒吧，每月硬亏12万！老板和店长全是酒蒙子，问啥都不知道！  @勇哥餐饮原创,True,,398,1.0,76,13,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1M1ja6SEa6.srt
BV1NRjF6WEo5,史上最牛烤鱼店！整个楼层全倒闭！8年老店到底有多好吃？（江苏）@勇哥餐饮原创,True,,662,0.998,47,17,0,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1NRjF6WEo5.srt
BV1r4jw6nEEc,在古茗和幸运咖中间开（蜜城之恋）勇哥：这28万必亏！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,29,0.076,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1r4jw6nEEc.srt
BV1aDLR6DEf4,宝妈背着老公开辅食店，没钱装修了才告知！孩子干妈会每月充值1万5。@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；与其他视频字幕重复且非最佳匹配,869,1.652,31,1,0,0,位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1aDLR6DEf4.srt
BV18XLX6rEjt,破产姐妹为了改变命运，负债开奶茶！月亏1万2，负债60万！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,558,0.725,7,0,0,0,位置商圈与客流、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV18XLX6rEjt.srt
BV164LD6DEuf,超能力拿下绝佳商铺，勇哥：恭喜发财，干啥都能赚！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,806,2.159,15,0,0,0,门头与可见性、产品客单与差异化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV164LD6DEuf.srt
BV1gWjg6xEeC,亲妈坑儿系列～28万开煮夫糖水，开业四十多天就要没？@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,176,0.221,13,1,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1gWjg6xEeC.srt
BV1KrjN6BEnS,14年西餐厅老店，巅峰时月销250万，如今月亏6万错在哪？@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,58,0.136,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1KrjN6BEnS.srt
BV1rxJ36XEUL,加盟蜜雪被骗8万，录音证据确凿！租位置又踩坑！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,38,0.042,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1rxJ36XEUL.srt
BV1SKJu6ZEzR,破农房开漂亮饭！砸17万来装修，房东大爷做梦都能笑醒！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,134,0.156,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1SKJu6ZEzR.srt
BV1ZBJw6XEuu,年租金60万的店开餐饮，勇哥：马云来了也不行！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,19,0.045,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ZBJw6XEuu.srt
BV1PrJH6WEY5,被川妹子伤过的男人，开糖水只为证明自己！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,806,1.77,15,0,0,0,门头与可见性、产品客单与差异化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1PrJH6WEY5.srt
BV1RJJH6qEn9,信佛老哥190万开黄牛肉，取名“载物”！月亏2万怎么办？@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,461,0.617,3,3,0,0,房租物业与合同、水电及其他固定成本、位置商圈与客流、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1RJJH6qEn9.srt
BV1a6JE64E7m,20万开咖啡超市+山姆代购，把店搞成四不像。@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,133,0.23,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1a6JE64E7m.srt
BV1g6Jj6UEcW,姑娘16万接盘姨妈热饮，起早贪黑仅赚百元！@勇哥餐饮原创,True,,473,0.999,67,31,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1g6Jj6UEcW.srt
BV1JjJ564EPc,大姐相信躺赚被薅50万，又做起开店美梦！勇哥：开了再亏30万！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,438,0.933,2,0,0,0,位置商圈与客流、门头与可见性,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1JjJ564EPc.srt
BV1d3E16TEDi,120万平顶山开餐饮，游客讽刺早晚倒闭。勇哥在线保证绝对行！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,146,0.225,11,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1d3E16TEDi.srt
BV193EC6bEzi,藏族姐妹跑到成都，加盟杂牌奶茶。这次只能认亏？@勇哥餐饮原创,True,,438,0.999,70,20,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV193EC6bEzi.srt
BV1BsEy6zEXf,犟种气炸勇哥！娃娃机亏200万，改火锅每天挂0蛋。@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,176,0.164,13,1,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1BsEy6zEXf.srt
BV1fSEi6JErU,姑娘负债400万，瞒着家人开店！勇哥看好～恭喜你！@勇哥餐饮原创,True,,556,1.0,57,19,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1fSEi6JErU.srt
BV1oQEe63ExH,负债加盟石锅菜1个月亏光，三孩家庭的天塌了！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,52,0.077,7,6,0,1,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1oQEe63ExH.srt
BV11SEY6XE8W,神人姐为开店准备8年，勇哥打碎她的白日梦！和家是本坐一桌 @勇哥餐饮原创,True,,960,1.0,97,12,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV11SEY6XE8W.srt
BV1xKE96CEk4,65万开肖蘸米线，负债百万极度自信，不听劝的后果很严重！@勇哥餐饮原创,True,,859,0.999,129,51,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1xKE96CEk4.srt
BV1CXE963ERB,火龙果园开咖啡！农民伯伯收工后来一杯？@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,9,0.081,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1CXE963ERB.srt
BV1mzEQ6GEB1,“排毒泻药馒头”震撼登场！大姐认为潜力无限。勇哥直言：走火入魔 @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,51,0.076,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1mzEQ6GEB1.srt
BV1QgED6VEav,勇哥：直播广告费1秒钟1块钱，想把自己给优化了！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,14,0.253,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1QgED6VEav.srt
BV1oVEm6CEzv,西安1000万海鲜自助，都拿勇哥当抖+，月销150万才能保本！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；与其他视频字幕重复且非最佳匹配,558,0.6,7,0,0,0,位置商圈与客流、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1oVEm6CEzv.srt
BV1zRE76PE6M,宝妈加盟杂牌奶茶，一个月亏光50万！@勇哥餐饮原创,True,,797,1.0,112,30,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1zRE76PE6M.srt
BV1BWEg6GEsE,鸡公煲要求退费，可把勇哥气坏了！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,245,9.465,3,0,0,0,水电及其他固定成本、初始投入与债务、位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1BWEg6GEsE.srt
BV1dNEu6vEBW,地产大佬的最后一舞！利息还了一个亿。负债千万又开火锅店！@勇哥餐饮原创,True,,563,1.0,52,9,0,1,毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1dNEu6vEBW.srt
BV14ZEN6CEjN,姑娘校内开杂牌咖啡，2个月亏光30万！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,138,0.209,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV14ZEN6CEjN.srt
BV1GMET6dELu,学员找茬勇哥，不听建议又嫌生意不好！气的勇哥直接挂麦@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足,170,0.998,12,3,0,0,当前营业额、房租物业与合同、水电及其他固定成本、位置商圈与客流、门头与可见性、渠道口碑与转化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1GMET6dELu.srt
BV1BGE469Ecx,男人至宝法力无边！甲鱼牛鞭煲，勇哥VS犟老板（东莞）@勇哥餐饮原创,True,,811,1.0,102,14,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1BGE469Ecx.srt
BV1hpEs6uESq,负债加盟杂牌奶茶，6天亏光30万！只因找不到蜜雪官网电话。@勇哥餐饮原创,True,,829,1.0,102,40,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1hpEs6uESq.srt
BV1zfEJ6uE9e,上海绝佳位置 80万开烧烤，月销18万保本。周边15个小区只此一家烧烤店！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,365,0.848,20,0,0,0,位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1zfEJ6uE9e.srt
BV1pz7D68Ec9,牛肉汤月亏3万，顾客都是羊毛党！勇哥直言：不想改直接关！@勇哥餐饮原创,True,,500,1.0,77,12,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1pz7D68Ec9.srt
