bvid,title,caption_count,coverage_ratio,restaurant_signal,financial_signal,title_body_alignment,dimensions,path
BV1D2Lz6MEHS,美女砸60万开烧烤酒馆，2个月全部归零！@勇哥餐饮原创,328,1.0,66,22,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1D2Lz6MEHS.srt
BV1zkLw6jEMu,宝妈看朋友赚钱眼红，18万开螺蛳粉亏到崩溃！ @勇哥餐饮原创,1099,0.999,125,40,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1zkLw6jEMu.srt
BV1aRL36FE6K,70万开牛肉砂锅，光装修就砸进50万！ 日亏800基本没了。@勇哥餐饮原创,526,0.999,101,23,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1aRL36FE6K.srt
BV1Jf5B67EgS,15万开融合餐厅，1个月亏到哭！姑娘崩溃了。（补档）@勇哥餐饮原创,741,0.999,114,38,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Jf5B67EgS.srt
BV1Ga5S6vES8,20万开养生豆腐汤，每天仅赚95，老板居然要开分店！ @勇哥餐饮原创,488,0.999,65,25,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Ga5S6vES8.srt
BV1AF5C6PEe9,水富姐卖广式糖水月赚6千，勇哥加油打气：可以的老板娘，相信我！ @勇哥餐饮原创,378,0.996,78,10,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1AF5C6PEe9.srt
BV1hr5M67E1c,鸡公煲亏20万后不甘心，又砸十几万开新店！开业后接着亏才想起找勇哥。 @勇哥餐饮原创,401,0.998,72,21,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1hr5M67E1c.srt
BV1R4546zE8v,被女友表叔坑惨，30万接盘了炸肉店，现月亏1万多该怎么办？ @勇哥餐饮原创,1071,0.999,116,44,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1R4546zE8v.srt
BV1TU5J6GEoJ,营地亲子DIY披萨爆火！老板表示流量太大接不住。 @勇哥餐饮原创,542,0.999,41,8,1,当前营业额、房租物业与合同、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1TU5J6GEoJ.srt
BV1EpRXBSEEf,夫妻自信17万开麻辣烫，亏钱后勇哥救我！开店前不问偏要等亏了才知道痛。@勇哥餐饮原创,658,0.999,71,23,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1EpRXBSEEf.srt
BV1c4dMBAEau,每月赚2万的煲仔饭，要花11万转让费接盘。冤种小伙快被馅饼砸晕了！ @勇哥餐饮原创,600,0.999,67,24,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1c4dMBAEau.srt
BV1eBR1BxEm7,1百多万在加拿大开素食餐厅，日赚17加币，开业5年都没有回本。@勇哥餐饮原创,620,0.999,116,27,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1eBR1BxEm7.srt
BV1HWReBTEDX,30万加盟小火锅每天挂0蛋，开业十天亏光啦！（上海） @勇哥餐饮原创,625,0.999,95,21,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1HWReBTEDX.srt
BV1nKRGBuEhQ,犟种姐认为自己很有能力，要在无人楼层开漂亮饭。勇哥直言开了必亏40万！@勇哥餐饮原创,819,0.999,75,17,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1nKRGBuEhQ.srt
BV1gA9qBsE2B,25万开270平外卖店！需日销4千5才能保本，现在每天亏800块进退两难。 @勇哥餐饮原创,709,1.0,105,28,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1gA9qBsE2B.srt
BV1Fz9eBAEak,三娃夫妻全负债开奶茶店！信用卡都刷爆了，还有救吗？  @勇哥餐饮原创,428,0.999,66,23,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Fz9eBAEak.srt
BV1yT9YBNE1y,韭菜姐弟100万开面包店，每月亏5万！开业三个月就要亏光洗白？ @勇哥餐饮原创,781,0.999,114,35,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1yT9YBNE1y.srt
BV1vn9QBuEaV,在西安市1200万开火锅，每月亏30万！连麦史上最大连续亏损，地产老板跨界翻车。  @勇哥餐饮原创,1032,0.999,132,43,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1vn9QBuEaV.srt
BV1WeoCBMEuW,脚滑的女人35万搞营地，勇哥打碎美女创业梦！5万定金还能退吗？ （广东）@勇哥餐饮原创,612,0.999,55,15,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1WeoCBMEuW.srt
BV1sAo7BeEeC,30万加盟小火锅，没人认知亏损60万！房子也抵押了， 能借的都借遍了，夫妻二人的天塌了。  @勇哥餐饮原创,809,0.996,124,47,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1sAo7BeEeC.srt
BV1qtoYBaEYQ,犟种30万开咖啡简餐，认为自己强的可怕！勇哥直言啥都不懂，直接把钱捐了。  @勇哥餐饮原创,1088,1.0,132,16,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1qtoYBaEYQ.srt
BV1XxdCBSECF,小伙子真是大好人！11万接下朋友亏钱酒馆，自以为有能力改善经营。 @勇哥餐饮原创,394,0.999,46,22,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1XxdCBSECF.srt
BV14NdfBJEaK,韭菜成精啦！70万加盟火锅，总部全程代管每天亏80块。  @勇哥餐饮原创,595,1.0,62,18,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV14NdfBJEaK.srt
BV1CqQGBTE3B,姐弟羊入虎口，到快招圣地加盟小罐酸奶，投26万换来月亏2W，化身房东打工仔！ @勇哥餐饮原创,632,1.0,79,19,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1CqQGBTE3B.srt
BV1g4QxBHEjv,大姐加盟24小时自助小酒馆，每天只卖1块钱！2个月亏光！（大姐自愿爆出为民除害）@勇哥餐饮原创,825,0.999,77,14,1,当前营业额、毛利与变动成本、房租物业与合同、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1g4QxBHEjv.srt
BV1SMDXBsENB,老哥60万开奶茶，称6年0闭店率！没想到每个月亏2万7！开业5个月就要洗白  @勇哥餐饮原创,541,0.999,90,20,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1SMDXBsENB.srt
BV1pZDDBVEQ9,大姐成元炁派掌门，卖中药奶茶，深陷其中无法自拔！直播间已经笑疯！@勇哥餐饮原创,1414,1.0,122,20,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1pZDDBVEQ9.srt
BV1QfDSBXEuT,小红薯刷出来的噩梦！县城砸60万开三明治外卖店，网友都不看好，连线勇哥要打脸网友自己没有错。 @勇哥餐饮原创,974,1.0,103,32,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1QfDSBXEuT.srt
BV1AiQcBuE4x,老哥带娃被嘲笑软饭男，如今月赚2万证明自己。 三十年河东，三十年河西？@勇哥餐饮原创,700,1.0,61,8,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1AiQcBuE4x.srt
BV128QcBGE5W,单亲妈妈负债10万开糖水店，每天却只赚50块。勇哥退费399  @勇哥餐饮原创,453,0.999,43,15,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV128QcBGE5W.srt
BV19BDrBNERB,大韭菜要140万加盟烤肉，连麦中总部发力不连了！ 勇次郎：开了就亏200万！ @勇哥餐饮原创,734,1.0,128,37,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV19BDrBNERB.srt
BV1CgD5BzEa7,澳门夫妻要开茶饮，评论区都要回澳门截胡位置！不好意思，不是当地的开不鸟。@勇哥餐饮原创,418,1.0,55,7,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1CgD5BzEa7.srt
BV1QrDTBNETE,年销170万的蜜雪，只要15万转让费！是天上掉馅饼还是陷阱？ @勇哥餐饮原创,508,0.999,76,28,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1QrDTBNETE.srt
BV1a19TBVE11,人到中年负债几十万，开理发小吃店。又想加入咖啡！理发时间喝咖啡。 @勇哥餐饮原创,671,0.999,79,7,1,当前营业额、毛利与变动成本、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1a19TBVE11.srt
BV19H97BzEN3,小伙的砂锅菜开业前心虚了，对周围数据一问三不知，听亲戚说地方好就敢开！11万的投入会不会血本无归？ @勇哥餐饮原创,634,0.999,59,16,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV19H97BzEN3.srt
BV16C9LB2Emg,200W开龙虎象火锅，年租金130万，月销70W才能保本！800平米的店居然没有停车位。@勇哥餐饮原创,790,0.999,116,56,1,毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV16C9LB2Emg.srt
BV1KGXhBcEAf,30万加盟糖水，月亏6千也要坚持开满5年，只为拿回总部的押金！中间15万开的奶茶店也亏光了@勇哥餐饮原创,526,0.998,77,23,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1KGXhBcEAf.srt
BV16gXoB4E7h,店铺闲置6年舍不得出租，电竞小伙要跨行餐饮 @勇哥餐饮原创,428,0.999,56,11,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV16gXoB4E7h.srt
BV1VQXjBTERx,砸30万加盟甜品店，每天却只赚30块！总部也跑路失联了。十年打工一场空  @勇哥餐饮原创,481,0.999,67,23,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1VQXjBTERx.srt
BV15mX5BwEFQ,成都首家甜品自助，月营业额10W+。本来有多家分店  @勇哥餐饮原创,451,1.0,55,24,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV15mX5BwEFQ.srt
BV18wXMBBE3w,旧锅炉房里开私房菜！老哥预算20万能不能开？ @勇哥餐饮原创,382,0.999,41,10,1,房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV18wXMBBE3w.srt
BV129XHBgEfS,小伙亏钱亏傻了！还要全负债25万开奶茶，位置选在倒闭商圈。宣称没有钱更要创业！@勇哥餐饮原创,569,1.0,68,13,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV129XHBgEfS.srt
BV1YKQ6BwE3J,开局两个桶，最低成本“建店”，三天就回本！小伙风险意识有史以来排第一。 @勇哥餐饮原创,412,0.997,51,24,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、初始投入与债务、位置商圈与客流、门头与可见性、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1YKQ6BwE3J.srt
BV1dRQZBHETo,6万接盘“贫民窟厕所风”餐饮店，三哥看了都摇头。每天亏1百小伙还想要开下去 @勇哥餐饮原创,555,1.0,46,18,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1dRQZBHETo.srt
BV1Q8A3zGEMu,小伙听姐夫的，负债加盟千层蛋糕，勇哥苦劝犟小伙。 @勇哥餐饮原创,522,1.0,85,29,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Q8A3zGEMu.srt
BV1emAAzZEXy,沪爷300万开茶馆，每年房租就要46万！回本遥遥无期。 @勇哥餐饮原创,437,1.0,46,22,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1emAAzZEXy.srt
BV1Jtw1zUEwy,大姐30万开烤鸡店，最后变成负债90万！有史以来被洗脑最严重的！@勇哥餐饮原创,666,0.999,82,22,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Jtw1zUEwy.srt
BV1DTwiz3EoE,姐姐带弟弟们40万开农家乐，本想带家人致富，结果好心办坏事。  @勇哥餐饮原创,511,0.997,42,18,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1DTwiz3EoE.srt
BV1g7w9ztEfn,负债23万开面馆，开业后每月亏2万，亏的连房租都掏不出来了 @勇哥餐饮原创,886,1.0,145,46,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1g7w9ztEfn.srt
BV1JowDzPE41,奶茶快招受害者-1，多亏前一天刷到勇哥视频！ @勇哥餐饮原创,561,1.0,66,17,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1JowDzPE41.srt
BV1r5wEzkETx,小伙街边卖鸡叉骨很务实，和女友两人共同努力，来自勇哥的认可 @勇哥餐饮原创,463,0.999,52,8,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1r5wEzkETx.srt
BV1SZw7zWEE1,小伙全负债0元起手，25万开小火锅，难道只能卖房还债啦？勇次郎：小红薯大法发动！@勇哥餐饮原创,379,0.999,46,11,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1SZw7zWEE1.srt
BV1aowMzPEVL,小伙生意不好找勇哥支招，但我亏钱也不想改！勇哥；倒闭后再找我。 @勇哥餐饮原创,400,0.999,77,13,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1aowMzPEVL.srt
BV1P2wtzkEhQ,小伙校园卖炸鸡月赚8千，来自勇哥的“认可” @勇哥餐饮原创,419,0.999,68,11,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1P2wtzkEhQ.srt
BV1tbwWzBErq,30万开彩票咖啡店！勇哥苦劝不听，已经开业 @勇哥餐饮原创,728,1.0,99,14,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1tbwWzBErq.srt
BV1pCc6zuEBz,先开汽车养护亏了20万，又30万开干蒸菜又赔光！还想要接着干！@勇哥餐饮原创,829,1.0,92,29,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1pCc6zuEBz.srt
