bvid,title,duration,subtitle_status,title_stage,title_problems
BV1eHJc61EZN,200万开西餐厅，20个员工月亏十几万！勇哥：看谁不顺眼就开谁！@勇哥餐饮原创,23:57,no_ai_zh,经营困境/止损,亏损与现金流、投入过重、运营与人员
BV1PrJH6WEY5,被川妹子伤过的男人，开糖水只为证明自己！@勇哥餐饮原创,16:10,saved,其他案例/内容,
BV1RJJH6qEn9,信佛老哥190万开黄牛肉，取名“载物”！月亏2万怎么办？@勇哥餐饮原创,18:37,saved,经营困境/止损,亏损与现金流、投入过重
BV1a6JE64E7m,20万开咖啡超市+山姆代购，把店搞成四不像。@勇哥餐饮原创,20:57,saved,其他案例/内容,投入过重
BV1g6Jj6UEcW,姑娘16万接盘姨妈热饮，起早贪黑仅赚百元！@勇哥餐饮原创,17:23,saved,其他案例/内容,
BV1JjJ564EPc,大姐相信躺赚被薅50万，又做起开店美梦！勇哥：开了再亏30万！@勇哥餐饮原创,14:56,saved,经营困境/止损,亏损与现金流
BV1d3E16TEDi,120万平顶山开餐饮，游客讽刺早晚倒闭。勇哥在线保证绝对行！@勇哥餐饮原创,18:24,saved,经营困境/止损,亏损与现金流
BV193EC6bEzi,藏族姐妹跑到成都，加盟杂牌奶茶。这次只能认亏？@勇哥餐饮原创,14:07,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1BsEy6zEXf,犟种气炸勇哥！娃娃机亏200万，改火锅每天挂0蛋。@勇哥餐饮原创,39:54,saved,经营困境/止损,亏损与现金流
BV1fSEi6JErU,姑娘负债400万，瞒着家人开店！勇哥看好～恭喜你！@勇哥餐饮原创,18:22,saved,其他案例/内容,亏损与现金流
BV1oQEe63ExH,负债加盟石锅菜1个月亏光，三孩家庭的天塌了！@勇哥餐饮原创,28:27,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1GkEv6TEjT,远赴千里70万开烤肉，合伙人脚底抹油！负债开店一分没赚。@勇哥餐饮原创,21:08,no_ai_zh,其他案例/内容,亏损与现金流、投入过重、运营与人员
BV11SEY6XE8W,神人姐为开店准备8年，勇哥打碎她的白日梦！和家是本坐一桌 @勇哥餐饮原创,30:56,saved,其他案例/内容,
BV1gFEd6xEv4,姐姐出资16万给弟弟开漂亮饭，不争气位置差连亏一年。@勇哥餐饮原创,14:06,no_ai_zh,经营困境/止损,亏损与现金流、选址与客流
BV1xKE96CEk4,65万开肖蘸米线，负债百万极度自信，不听劝的后果很严重！@勇哥餐饮原创,29:14,saved,其他案例/内容,亏损与现金流、投入过重
BV1CXE963ERB,火龙果园开咖啡！农民伯伯收工后来一杯？@勇哥餐饮原创,09:51,saved,其他案例/内容,
BV1mzEQ6GEB1,“排毒泻药馒头”震撼登场！大姐认为潜力无限。勇哥直言：走火入魔 @勇哥餐饮原创,24:46,saved,其他案例/内容,
BV1QgED6VEav,勇哥：直播广告费1秒钟1块钱，想把自己给优化了！@勇哥餐饮原创,02:46,saved,其他案例/内容,
BV1oVEm6CEzv,西安1000万海鲜自助，都拿勇哥当抖+，月销150万才能保本！@勇哥餐饮原创,30:56,saved,其他案例/内容,
BV1zRE76PE6M,宝妈加盟杂牌奶茶，一个月亏光50万！@勇哥餐饮原创,28:06,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1n8Ej6aEgU,投60万在霸王茶姬头顶开茶馆！中介连麦想干啥？@勇哥餐饮原创,15:44,no_ai_zh,其他案例/内容,
BV1vXE363EBE,200万开海鲜烤肉自助，59的价格贵不贵？勇哥看好老板娘：加油！@勇哥餐饮原创,25:08,no_ai_zh,其他案例/内容,投入过重、产品与定价
BV1BWEg6GEsE,鸡公煲要求退费，可把勇哥气坏了！@勇哥餐饮原创,01:04,saved,其他案例/内容,
BV1dNEu6vEBW,地产大佬的最后一舞！利息还了一个亿。负债千万又开火锅店！@勇哥餐饮原创,17:52,saved,其他案例/内容,亏损与现金流
BV14ZEN6CEjN,姑娘校内开杂牌咖啡，2个月亏光30万！@勇哥餐饮原创,24:23,saved,经营困境/止损,亏损与现金流
BV1GMET6dELu,学员找茬勇哥，不听建议又嫌生意不好！气的勇哥直接挂麦@勇哥餐饮原创,06:04,saved,经营困境/止损,
BV1CKEb6qEnZ,宝妈负债加盟酸奶连亏一年，勇哥直言就是懒！@勇哥餐饮原创,19:09,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌
BV1BGE469Ecx,男人至宝法力无边！甲鱼牛鞭煲，勇哥VS犟老板（东莞）@勇哥餐饮原创,25:26,saved,其他案例/内容,
BV1j3Es6mEQC,西安500万海鲜自助后续，叔叔是内鬼，再次连麦勇哥扭亏为盈！@勇哥餐饮原创,07:12,no_ai_zh,经营困境/止损,亏损与现金流
BV1hpEs6uESq,负债加盟杂牌奶茶，6天亏光30万！只因找不到蜜雪官网电话。@勇哥餐饮原创,27:51,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1zfEJ6uE9e,上海绝佳位置 80万开烧烤，月销18万保本。周边15个小区只此一家烧烤店！@勇哥餐饮原创,14:52,saved,其他案例/内容,选址与客流、投入过重
BV1pz7D68Ec9,牛肉汤月亏3万，顾客都是羊毛党！勇哥直言：不想改直接关！@勇哥餐饮原创,16:44,saved,经营困境/止损,亏损与现金流
BV1nz7U6QE5J,投2百万在景区开茶馆，每天只卖3杯茶！为日亏损1200还要坚持吗？@勇哥餐饮原创,17:31,no_ai_zh,经营困境/止损,亏损与现金流、产品与定价
BV1cw7D6dEN5,找不到蜜雪官网，26万开杂牌奶茶，总部扬言吊打沪上！@勇哥餐饮原创,17:01,saved,其他案例/内容,加盟与品牌、投入过重
BV1Je7y6zENf,110万开烤乳鸽大楼，上菜要等40分钟！餐饮老炮踩大坑。@勇哥餐饮原创,16:55,no_ai_zh,其他案例/内容,投入过重
BV1Sh7C6QEQK,姑娘的糖水梦！左边一点点，右边茶百道。自己夹在中间月亏1万5！@勇哥餐饮原创,15:38,no_ai_zh,经营困境/止损,亏损与现金流
BV1T97663Egd,深圳100万开海南椰子鸡，每天亏1千。到底选址翻车，还是品类选错？@勇哥餐饮原创,18:42,saved,经营困境/止损,亏损与现金流、选址与客流、投入过重
BV1vf7r6REg1,京爷砸400百万开火锅，月亏损高达10万！天价加盟费创记录！（北京）@勇哥餐饮原创,30:40,saved,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV17VEP6REMU,成都龙泉山砸1000万开民宿，每天营收1千。勇哥算账：只需1万天就能回本！@勇哥餐饮原创,21:42,no_ai_zh,增长/成功复盘,投入过重
BV1Uk7f68E8q,60万开快餐店，这钱到底花哪了？开业22天就要亏光！（深圳）@勇哥餐饮原创,22:33,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1XdEF6zEtD,吸氧级神人！负债开烘焙 卖1千亏1千！勇哥问东他答西。@勇哥餐饮原创,50:02,no_ai_zh,经营困境/止损,亏损与现金流、产品与定价
BV1N47Z6QEqC,砸100万开“美发+咖啡”！勇哥直无稽之谈，异想天开！ @勇哥餐饮原创,16:09,saved,其他案例/内容,投入过重
BV1B37X64Ewy,杀猪菜大厦！7800平面积着实震惊勇哥！（大连）@勇哥餐饮原创,20:50,saved,其他案例/内容,
BV1nU7X6wEcr,前唐茶事后续，负债300万老板携手股东再战！ @勇哥餐饮原创,14:47,saved,其他案例/内容,亏损与现金流
BV16CV26iEBQ,冤种花35万转让费租店，加盟蜜雪没通过！勇哥直言：转贵了，明年就变成几万！,23:43,no_ai_zh,开店前/投入决策,加盟与品牌、投入过重
BV1NdVm67Eiz,冤种花17万接盘咖啡店，前老板做梦都笑醒！ @勇哥餐饮原创,17:41,no_ai_zh,其他案例/内容,
BV174V16bEPu,负债10万开酸奶店，丈夫不作为宝妈心寒。全家背上60万负债！@勇哥餐饮原创,33:50,saved,其他案例/内容,亏损与现金流、投入过重
BV1JVVr6QEaq,宝妈负债开奶茶，犟到勇哥红温破防！能坚持看完的都是勇士。@勇哥餐饮原创,15:51,saved,其他案例/内容,亏损与现金流
BV11fVB6WExH,负债140万开糖水+酸奶，5个月基本亏光！自己负债上西天！@勇哥餐饮原创,37:45,saved,经营困境/止损,亏损与现金流、投入过重
BV1pcVq65ESR,姑娘自创粉薄咖啡，遭遇极品房东老太太！@勇哥餐饮原创,15:50,saved,其他案例/内容,
BV1c1Vq65ELN,退伍老兵开米线，位置不行偏要干！勇哥：归零！ @勇哥餐饮原创,22:15,no_ai_zh,其他案例/内容,选址与客流
BV1mY5F6DEzg,3个冤种砸200万开营地餐厅，每月亏9万！勇哥紧急吸氧  @勇哥餐饮原创,26:42,saved,经营困境/止损,亏损与现金流、投入过重
BV1iKVd6XEDu,拿母亲安葬费开烧饼店，没有退路只能赢！@勇哥餐饮原创,15:47,saved,其他案例/内容,
BV1ceV96oEd6,三孩宝妈迷之自信，花17万跳进奶茶店转让坑。@勇哥餐饮原创,20:56,no_ai_zh,其他案例/内容,
BV1hgVQ6eEdc,砸60万和朋友搞餐饮，对方一分不掏！勇哥直言：大冤种！直接把钱捐了为社会做贡献。@勇哥餐饮原创,25:50,no_ai_zh,其他案例/内容,投入过重
BV1YSVJ6mEow,泰国租房翻车，合伙创业散伙，反转收获真爱再创业。@勇哥餐饮原创,16:28,saved,其他案例/内容,运营与人员
BV1mkVn63ESa,小伙被馅饼砸晕，月赚2万的店只要15万！别做梦了，有好事会轮得到你？@勇哥餐饮原创,22:41,no_ai_zh,增长/成功复盘,投入过重、增长诉求
BV1SYVE6zE91,小嫂子烧烤遇困境，5万买餐车天天亏。改了又怕同行眼红嫉妒！@勇哥餐饮原创,15:22,saved,经营困境/止损,亏损与现金流
BV1UNVV6WEf2,冤种花10万接手亏钱蛋糕店，自己累成狗，员工清闲自在的玩手机。@勇哥餐饮原创,19:51,saved,经营困境/止损,亏损与现金流、运营与人员
BV1m4VG6JEu4,父母助力女儿开山野蛋糕店，最终亏光14万！ @勇哥餐饮原创,16:24,saved,经营困境/止损,亏损与现金流
BV18ZVg6nE9s,扬州14年老酒馆，凭啥能每月赚3万？ @勇哥餐饮原创,06:56,saved,增长/成功复盘,增长诉求
BV18BVa6CEKW,小伙负债加盟“广东正宗冒菜”，开业前心高气傲，开业后勇哥救我！ @勇哥餐饮原创,14:24,saved,其他案例/内容,亏损与现金流、加盟与品牌
BV1waVh6fELh,校园独家奶茶店日赚13块！18万打水漂？勇哥：换蜜雪！ @勇哥餐饮原创,17:51,saved,其他案例/内容,
BV16GV86XEKC,中介花30万自营咖啡，店长连麦优化自己！勇哥：把老板开除  @勇哥餐饮原创,17:51,saved,其他案例/内容,
BV1EyVW6qErm,200万开酸汤火锅+日咖夜酒，勇哥：位置好！大有可为！ @勇哥餐饮原创,17:47,saved,其他案例/内容,选址与客流、投入过重
BV13BVp6XEpT,砸320万开啤酒夜场，月亏38万！老板自嗨到劝不动。 @勇哥餐饮原创,35:26,saved,经营困境/止损,亏损与现金流、投入过重
BV1QxG96MEJW,冤种姐砸60万开臭豆腐火锅，每月亏6万怎么救？@勇哥餐饮原创,18:04,saved,经营困境/止损,亏损与现金流、投入过重
BV1CZGD6UEFx,刚毕业就拉上父母，30万压宝杂牌奶茶，亏钱后彻底蔫吧了。@勇哥餐饮原创,24:37,saved,经营困境/止损,亏损与现金流
BV1X8G26HE8n,西安小伙砸500万开海鲜自助，月亏15万错在哪？@勇哥餐饮原创,21:01,saved,经营困境/止损,亏损与现金流、投入过重
BV1zRGy64E3h,负债开中药奶茶，三个月亏光26万！ @勇哥餐饮原创,20:29,saved,经营困境/止损,亏损与现金流
BV1fDGk6HE7c,i人专属火锅，日亏2.5万！气的勇哥直吸氧。（重庆i你老己火锅）@勇哥餐饮原创,16:39,no_ai_zh,经营困境/止损,亏损与现金流
BV1YAGC6VEMS,开中药奶茶连亏2年！周围奶茶店全是冤种。@勇哥餐饮原创,19:34,no_ai_zh,经营困境/止损,亏损与现金流
BV15EVN6kEBT,姑娘33万开烤洋芋，日亏3百靠服装店补贴。还投入百万开茶楼！@勇哥餐饮原创,17:11,saved,经营困境/止损,亏损与现金流、投入过重
BV14GVP6ZEm6,加盟蜜雪被快招截胡，没开业20万基本归零！ @勇哥餐饮原创,30:15,no_ai_zh,其他案例/内容,加盟与品牌
BV1drGo69Eae,160万开粥底火锅！勇哥：月亏9万全家还债你敢开吗？@勇哥餐饮原创,22:51,saved,经营困境/止损,亏损与现金流、投入过重
BV1SzGx6REhs,小两口负债开蛋糕店，10万投入月亏7千。勇哥：开店靠感觉人还懒  @勇哥餐饮原创,22:16,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1AYG46UEYc,姑娘要开养生茶，勇哥：开了必亏40万！ @勇哥餐饮原创,20:17,saved,经营困境/止损,亏损与现金流
BV1mUGE6vEdB,投40万给女友开刨冰店，妄想打造成网红打卡点。勇哥：先结婚再开。@勇哥餐饮原创,25:02,saved,其他案例/内容,
BV19LG76uEy4,在北京郊区开咖啡奶茶，谁来买？没人啊！@勇哥餐饮原创,12:42,saved,其他案例/内容,选址与客流
BV1sbGL6QEUf,勇哥老粉负债70万开湘菜馆，月亏3万还有救吗？ @勇哥餐饮原创,26:36,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1zcGB6gEvD,年租金200萬开宴会厅，年销千万才能保本！勇哥：你钱多的花不完啊！@勇哥餐饮原创,16:36,no_ai_zh,其他案例/内容,
BV15TGi6tEbv,砸200万开火锅店，装修就花了160万！老板娘表示根本不赚钱怎么办？@勇哥餐饮原创,23:35,saved,其他案例/内容,投入过重
BV1H5Gq6rEdj,花16万进茶南网红美食街，面馆开业就亏钱怎么办？ @勇哥餐饮原创,19:23,saved,经营困境/止损,亏损与现金流
BV1GaGv6HEc9,冤种16万广场卖炸串，集装箱月租金1.2万！每月亏1万7  @勇哥餐饮原创,18:16,saved,经营困境/止损,亏损与现金流、产品与定价
BV1akG86uEmT,犟种的鲜榨果汁20一杯，要和蜜雪古茗硬刚！40万预算，月租金2.3万能不能干？ @勇哥餐饮原创,27:20,no_ai_zh,其他案例/内容,
BV16nGt61Ezr,100万开人宠咖啡店！月亏6万坚持不住了。 @勇哥餐饮原创,16:45,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1L8Lv6eEb1,30万加盟手擀面，月亏9千连亏9个月，只因看到别人生意好！ @勇哥餐饮原创,19:28,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1eVLi6PERQ,为了家里蹲女儿，负债开咖啡店20天亏光！@勇哥餐饮原创,33:58,no_ai_zh,经营困境/止损,亏损与现金流
BV1ERLh6fEzS,小伙自营咖啡店，没开业就亏10万！还以为是个王者呢，没想到屙了坨大的。@勇哥餐饮原创,19:30,saved,经营困境/止损,亏损与现金流
BV1aNL86LE2T,助教姑娘20万开面包店，1年房租16万，开业半个月就要关门大吉！@勇哥餐饮原创,18:58,no_ai_zh,其他案例/内容,投入过重
BV1tgLt6PEaK,15万接盘倒闭奶茶店，老板娘太轴就算亏钱也不想改品。勇哥：听我的日销2千+  @勇哥餐饮原创,24:27,saved,经营困境/止损,亏损与现金流
BV15QLs6zE92,加盟瑞幸太贵，转身39万开杂牌咖啡，每月亏5千勇哥救我！ @勇哥餐饮原创,22:06,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV1RXLm6KEdt,宝妈为了减轻家庭负担，要负债接盘杂牌奶茶。只为每月赚3千工资  @勇哥餐饮原创,20:49,saved,增长/成功复盘,亏损与现金流、增长诉求
BV1DoL16REkc,中医世家20万加盟中药奶茶，日亏23块找勇哥求助。 @勇哥餐饮原创,21:04,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1jkLC6tEWS,前无古人后无来者，冤种花5万学包馄饨！就因为觉得好吃！ @勇哥餐饮原创,25:08,saved,其他案例/内容,
BV1CMLy6zELj,拉会计媳妇下水，负债开火锅店，连亏1年才想起找勇哥（开店前认识勇哥）@勇哥餐饮原创,18:01,saved,经营困境/止损,亏损与现金流
BV1D2Lz6MEHS,美女砸60万开烧烤酒馆，2个月全部归零！@勇哥餐饮原创,11:12,saved,其他案例/内容,投入过重
BV1S1Lq6cEjA,犟种为了打脸前妻，要开奶茶证明自己！气的勇哥直接退费。@勇哥餐饮原创,17:44,no_ai_zh,开店前/投入决策,
BV1bYLM62Ekh,二胎宝妈要开二次元糖水，只为减轻家里负担！日销1600才能保本能开吗？ @勇哥餐饮原创,15:20,saved,开店前/投入决策,
BV1sWLu6kEFU,姑娘开咖啡店被合伙人坑爆，设备被搬走！21平的装修居然被坑了11万！@勇哥餐饮原创,29:35,saved,其他案例/内容,投入过重、运营与人员
BV1M1LA6PEQ6,20万开中药奶茶！日亏500块，连亏1年还有救吗？@勇哥餐饮原创,22:32,saved,经营困境/止损,亏损与现金流、投入过重
BV1zkLw6jEMu,宝妈看朋友赚钱眼红，18万开螺蛳粉亏到崩溃！ @勇哥餐饮原创,32:45,saved,经营困境/止损,亏损与现金流、投入过重
BV1nYLF6yEZm,小伙为了和考公女友在一起，投6万开米线店，开业不到一个月关门大吉！@勇哥餐饮原创,21:44,saved,其他案例/内容,投入过重
BV1J7Lc6yEza,在江西农村200万开药膳火锅，月亏10万+！又改成粤菜接着亏。 @勇哥餐饮原创,27:31,saved,经营困境/止损,亏损与现金流、投入过重
BV1aDLn6XEEi,到底是大的自信？敢在瑞幸隔壁开杂牌咖啡！20万的投入会不会打水漂 @勇哥餐饮原创,28:56,saved,其他案例/内容,投入过重
BV1v6LE6QE3w,自信的宝妈投15万开面馆，妄想1天卖5千！ @勇哥餐饮原创,24:28,saved,其他案例/内容,投入过重、产品与定价
BV1aRL36FE6K,70万开牛肉砂锅，光装修就砸进50万！ 日亏800基本没了。@勇哥餐饮原创,19:00,saved,经营困境/止损,亏损与现金流、投入过重
BV1HXLg6rEYy,60万开糖水店，雇18个员工亏到怀疑人生！ @勇哥餐饮原创,17:04,no_ai_zh,经营困境/止损,亏损与现金流、投入过重、运营与人员
BV1Jf5B67EgS,15万开融合餐厅，1个月亏到哭！姑娘崩溃了。（补档）@勇哥餐饮原创,22:53,saved,经营困境/止损,亏损与现金流、投入过重
BV12Z5v6nEQi,借30万开面包店，1个月时间亏光光！无人扶我青云志，我自贷款上西天！@勇哥餐饮原创,19:40,saved,经营困境/止损,亏损与现金流、投入过重
BV11o5Y6VEDF,快招公司最严厉的父亲住院。 @勇哥餐饮原创,00:24,saved,其他案例/内容,
BV1J85d6cE5E,会计姐15万开奶茶，被快招收割不甘心，执念创业谁也拦不住！ @勇哥餐饮原创,28:42,saved,其他案例/内容,投入过重
BV1h1596GEA7,负债5万凑18万开店，被餐饮博主推荐开杂牌，每天倒亏500  @勇哥餐饮,28:02,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1R55X6CEFa,贪心的餐饮人，开的店越多越容易亏钱！ @勇哥餐饮原创,00:51,saved,经营困境/止损,亏损与现金流
BV1Ga5S6vES8,20万开养生豆腐汤，每天仅赚95，老板居然要开分店！ @勇哥餐饮原创,15:10,saved,开店前/投入决策,投入过重
BV1Qh5m6tERk,27万入局中药养生茶，开在瑞幸旁边，月亏1万5沦为韭菜。 @勇哥餐饮原创,26:15,saved,经营困境/止损,亏损与现金流
BV1AF5C6PEe9,水富姐卖广式糖水月赚6千，勇哥加油打气：可以的老板娘，相信我！ @勇哥餐饮原创,12:39,saved,增长/成功复盘,产品与定价、增长诉求
BV1ub5C6VExk,勇哥大厦培训基地马上开业， 360℃转一圈！@勇哥餐饮原创,05:25,saved,其他案例/内容,
BV1UL556bE21,姑娘花3.5万当老板，螺蛳粉店月入7千，想要多赚怎么改？ @勇哥餐饮原创,12:21,saved,增长/成功复盘,增长诉求
BV1RD5T6HESK,小伙的破产创业梦，小区门口卖咖啡！卖给谁？@勇哥餐饮原创,15:44,no_ai_zh,其他案例/内容,产品与定价
BV1hr5M67E1c,鸡公煲亏20万后不甘心，又砸十几万开新店！开业后接着亏才想起找勇哥。 @勇哥餐饮原创,14:31,saved,经营困境/止损,亏损与现金流、投入过重
BV1rL5K64Efw,3万开鲜肉饼月入1.2万，为伺候老婆坐月子关门停业。 @勇哥餐饮原创,14:31,saved,增长/成功复盘,投入过重、增长诉求
BV1TN5b6YEqx,100万开虾滑自助倒闭后，竟有冤种要接盘！明知商场没有人！明知不赚钱！这是为什么？@勇哥餐饮原创,17:52,no_ai_zh,经营困境/止损,亏损与现金流、选址与客流、投入过重
BV1R4546zE8v,被女友表叔坑惨，30万接盘了炸肉店，现月亏1万多该怎么办？ @勇哥餐饮原创,35:31,saved,经营困境/止损,亏损与现金流
BV19x5s6aE3c,商场开荒35万加盟酸奶，勇哥苦劝到脱力，典型的见人赚钱钩子痒  @勇哥餐饮原创,22:13,no_ai_zh,其他案例/内容,选址与客流、加盟与品牌
BV1855x6fEap,在奶茶一条街投30万开杂牌奶茶！是自信还是无知？ @勇哥餐饮原创,19:18,no_ai_zh,其他案例/内容,投入过重
BV1TU5J6GEoJ,营地亲子DIY披萨爆火！老板表示流量太大接不住。 @勇哥餐饮原创,17:10,saved,其他案例/内容,
BV13J5E6VEqR,寒酸的加盟总部每天亏钱，居然找勇哥帮忙！勇哥：你不恨我吗？@勇哥餐饮原创,11:17,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌
BV1t65L6wEe5,房东要自创奶茶，和蜜雪古茗瑞幸PK！勇哥：开了就亏40万  @勇哥餐饮原创,15:37,saved,经营困境/止损,亏损与现金流
BV11qRZByEyX,18万开烤肉店月赚6万，老板居然要低价转让！这是嫌弃赚钱烫手吗？@勇哥餐饮原创,06:59,saved,增长/成功复盘,投入过重、增长诉求
BV1duR9B7EDG,60万的糖水店只要16万！大姐要被馅饼砸晕了，勇哥：接了百分百亏钱。@勇哥餐饮原创,24:33,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1jKRQBkEKb,西安1200万火锅后续，憨憨老板连麦，亏损大幅减少。勇哥：继续优化员工！@勇哥餐饮原创,22:17,saved,经营困境/止损,亏损与现金流、运营与人员
BV1EpRXBSEEf,夫妻自信17万开麻辣烫，亏钱后勇哥救我！开店前不问偏要等亏了才知道痛。@勇哥餐饮原创,21:57,saved,经营困境/止损,亏损与现金流、投入过重
BV1R2RSBiEau,姐妹15万接手砂锅店，老头又在对面开同款，还要姐妹把店便宜转给他！真是不讲武德。@勇哥餐饮原创,18:14,no_ai_zh,其他案例/内容,
BV1ocdGBiEZz,姑娘30万开猫咖，每月吃1万块猫粮，每天却只有20块营业额！@勇哥餐饮原创,20:10,saved,其他案例/内容,投入过重、增长诉求
BV1uVdgBSEHK,负债30万开火锅店，不听建议气的勇哥扇自己：每月亏1万为什么不改？@勇哥餐饮原创,27:41,saved,经营困境/止损,亏损与现金流、投入过重
BV1c4dMBAEau,每月赚2万的煲仔饭，要花11万转让费接盘。冤种小伙快被馅饼砸晕了！ @勇哥餐饮原创,20:43,saved,开店前/投入决策,投入过重、增长诉求
BV1bZdcBZE6F,15万开烤牛肋条月亏2万，开业前联系了勇哥嫌麻烦就不问，如今亏钱了有不听建议。 @勇哥餐饮原创,20:50,saved,经营困境/止损,亏损与现金流、投入过重
BV1dxdwBzEth,70万开“最好吃的火锅”！每天亏钱找神棍算命，小伙不明白最好吃的火锅为什么亏钱！ @勇哥餐饮原创,38:22,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1RNdcBPEDo,泪目 励志脑瘫小伙打工攒钱开店，靠自己撕开命运的枷锁，超级正能量！@勇哥餐饮原创,20:19,saved,其他案例/内容,
BV14pdcBQEFu,应届生姑娘要开咖啡店，单亲妈妈连麦勇哥劝退：开了必亏20万！@勇哥餐饮原创,17:34,no_ai_zh,经营困境/止损,亏损与现金流
BV12kRtBfEsa,把房子抵押60万，开浪浪山羊肉串！月亏3万老板想放弃，勇哥说还有机会。 @勇哥餐饮原创,23:51,saved,经营困境/止损,亏损与现金流
BV1JvR4B1ETj,犟种恼羞成怒和勇哥互喷！50万开日咖夜酒被割就是不肯承认，不听勇哥建议还说是纸上谈兵！@勇哥餐饮原创,38:45,saved,其他案例/内容,投入过重
BV1n8RsB3EF1,负债15万加盟快餐，对方保证半年回本，结果每月亏损1万8！ @勇哥餐饮原创,24:07,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1HnRpBzEiD,30万开宠物友好烤肉，没开业就原地倒闭全亏光！ @勇哥餐饮原创,35:51,saved,经营困境/止损,亏损与现金流、投入过重
BV1eBR1BxEm7,1百多万在加拿大开素食餐厅，日赚17加币，开业5年都没有回本。@勇哥餐饮原创,21:22,saved,增长/成功复盘,
BV1hrRCB1Ea6,30万加盟杂牌汉堡被坑，没想到能日卖4千！小伙自己也是个“高手”。@勇哥餐饮原创,18:46,saved,其他案例/内容,加盟与品牌、产品与定价
BV1BKRkBDEFu,10万开糖水日亏3百，就要儿子和小姨看店。上次连麦勇哥让关掉，不服气还要再开新店。 @勇哥餐饮原创,28:34,saved,经营困境/止损,亏损与现金流、投入过重
BV1FhRiBgEzt,职业经理要自创奶茶，15一杯！和品牌硬刚。。。@勇哥餐饮原创,13:58,no_ai_zh,其他案例/内容,加盟与品牌
BV1vERvBbEjh,感觉哥要负债在二楼开火锅，满嘴胡话不靠谱，没开业先亏1万。全程被勇哥教育！  @勇哥餐饮原创,18:30,no_ai_zh,经营困境/止损,亏损与现金流
BV1HWReBTEDX,30万加盟小火锅每天挂0蛋，开业十天亏光啦！（上海） @勇哥餐饮原创,22:13,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1i5RcBPExG,三孩宝妈负债加盟奶茶，差点被割15万！勇哥成功截流。@勇哥餐饮原创,03:58,saved,增长/成功复盘,亏损与现金流、加盟与品牌
BV1VqRFB8EoQ,史上最牛B烧烤店，谁见了都要说一声：牛B！ 在镇上最牛位置月赚2万+  @勇哥餐饮原创,10:17,no_ai_zh,增长/成功复盘,选址与客流、增长诉求
BV1HMR5B2ETt,奶茶大厦旁边的漂亮饭，25万开店日亏30块。有卧龙的地方必有凤雏！@勇哥餐饮原创,13:27,saved,经营困境/止损,亏损与现金流、投入过重
BV1nKRGBuEhQ,犟种姐认为自己很有能力，要在无人楼层开漂亮饭。勇哥直言开了必亏40万！@勇哥餐饮原创,25:32,saved,经营困境/止损,亏损与现金流
BV1hiRTBVEmR,在蜜雪冰城隔壁卖冰酒酿，70％的毛利日亏100块。老父亲出钱，老婆算账，小舅子看店。 @勇哥餐饮原创,12:47,saved,经营困境/止损,亏损与现金流、产品与定价
BV1gA9qBsE2B,25万开270平外卖店！需日销4千5才能保本，现在每天亏800块进退两难。 @勇哥餐饮原创,23:02,saved,经营困境/止损,亏损与现金流、投入过重、产品与定价
BV1Fz9eBAEak,三娃夫妻全负债开奶茶店！信用卡都刷爆了，还有救吗？  @勇哥餐饮原创,14:14,saved,其他案例/内容,亏损与现金流
BV1yT9YBNE1y,韭菜姐弟100万开面包店，每月亏5万！开业三个月就要亏光洗白？ @勇哥餐饮原创,24:45,saved,经营困境/止损,亏损与现金流、投入过重
BV1kT9hB4E6p,负债90万的工程老板，还要负债10万开果汁轻食。勇哥打碎老板餐饮创业梦。  @勇哥餐饮原创,20:29,saved,其他案例/内容,亏损与现金流、投入过重
BV1eR9sBcEzB,30万开杂酱面+刨冰，位置差月亏1.5万。老大姐不甘心还想要拯救一下。。。   @勇哥餐饮原创,15:24,saved,经营困境/止损,亏损与现金流、选址与客流、投入过重
BV1vn9QBuEaV,在西安市1200万开火锅，每月亏30万！连麦史上最大连续亏损，地产老板跨界翻车。  @勇哥餐饮原创,33:59,saved,经营困境/止损,亏损与现金流、投入过重
BV1yq9SBUEbG,2位冤种负债开面包店，开业6天亏光15万！—《赌徒的创业录》   @勇哥餐饮原创,25:11,saved,经营困境/止损,亏损与现金流
