bvid,title,stated_requests,diagnosed_risks,request_snippet,question_protocol
BV1g4QxBHEjv,大姐加盟24小时自助小酒馆，每天只卖1块钱！2个月亏光！（大姐自愿爆出为民除害）@勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险,遇到什么问题啦呃就是我加盟了一个这个24小时自助的这个酒馆现在是没有一单加盟哪个呃24小时自助小酒馆24小时自助24小时喝个酒也自助啊现在这不自助你说的自助是多少钱进来随便喝吗还是说他自己自己拿酒自己喝啊呃自己扫码扫码完了嗯拿自己喝但不是不是说随便喝是一单一付钱你就是他要拿要喝什么就是然后就拿什么是吧啊对哎呀我滴妈谁想出来的呀这玩意儿这个就是我刷抖音的时候刷到的其实这个是这个是当下的新项目吗啊我我我看见实体店没有我以为是个老板娘今年多少岁呢37岁久别重逢这个是吗啊对对不是你先走进去我们看一下怎么个制作法来来来走进去我看一下嗯请问吗乘客请您下车呃大概就是这样子等一下等一下等一下慢点拉开你的冰柜门这是啥我看一下拉开拉开拉开这个拉不开拉不开它是有锁的我给他打开吧拉不开呃他是要要从后台解锁的这个是扫码然后扫码OK那你下面那些是可乐吗呃其实就是小饮料配一个那个配一个那个什么小酒配一个什么小小酒啊就是那个威士忌啊相当于那种小瓶子的之类的让让,确认城市与商圈、问当前营业额、问经营时长与历史、问面积与房租、问初始投入与债务、先看店外与门头
BV1SMDXBsENB,老哥60万开奶茶，称6年0闭店率！没想到每个月亏2万7！开业5个月就要洗白  @勇哥餐饮原创,提升营业额/单量,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,遇到什么问题了生意不好啊对生意不好这个我现在遇到的问题就是这个品牌的这个品牌势能啊太弱了然后每天卖不出多少钱来然后我现在我想这个让这个勇哥帮我参考一下我这个商场这个位置因为我这个位置现在还没到期啊然后我想看看能不能就是翻个牌子再做就你已经不想做这个了是不是对对对你是在黑龙江哪里来着黑龙江哈尔滨道外区OK你这个一天卖多少钱呢我这一天现在就卖1000块钱左右家包含的外卖吗还是没有包含外卖包含外卖了包含外卖那外卖有多少到到店有多少外卖站占整体的话1/3吧外卖1/3毛利率是多少那综合下来毛利率是多少0.25OK500块钱的毛利房租多少钱呢咳咳房租的话一个月是2万2万3哈尔滨这么贵吗啊黑龙江就哈尔滨这是你是在哈尔滨是不是对我是在哈尔滨哈尔滨我是在这个商场里边就这个位置很好是吗这个位置我个人觉得就是位置还还是挺不错的然后这个租金的这个价格性价比也还算还算是有的几个人在天上紧邻着一个好房租766码几个人在天上几个人四个人人工算多少钱员工1万6,问初始投入与债务、确认城市与商圈、问当前营业额、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问经营时长与历史、问租约与一次性费用、比较退出与机会成本
BV1pZDDBVEQ9,大姐成元炁派掌门，卖中药奶茶，深陷其中无法自拔！直播间已经笑疯！@勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题,有什么问题吗这个真的来镜头转回去对着你的电嗯好哇你在哪个城市啊我在浙江金华永康浙江金华永康哎等一下你那个logo上是有个八卦吗不是八卦我们这个元气派掌门是根据就是像武侠小说里面我们的名字也是根据武侠小说里面的那些名字起的吗不是叫东方不败啊什么香香公主啊对不对啊你这个开多久了这个店我这个店开了两个多月吧年前就开了你开店以前认识我吗呃不认识啊OK你这个奶茶我给你讲你这个什么金刚附体影东方不败影你这个已经不是普通人能喝的呢你这个喝了他是要能成神仙的那种感觉啊你这个普通人能喝吗呃这个怎么说你这个不叫不叫你这个不叫普通养生茶你叫神仙养生茶你有派别的呀嗯有派别的对那你现在一天卖多少钱呢有点厉害的那个东方不败29然后金刚护体是16块的啊我的意思是现在一天卖多少钱呢哦一天啊现在你几百两三百块吧两三百块二百五吗嗯两两百啊二百五吗毛利率有多少毛利本嗯除掉美团的那些啊嗯100多有吧都啊不毛利率知不知道什么意思啊七十百分之百分之70是吧嗯好那你250块,先看店外与门头、确认城市与商圈、问经营时长与历史、问当前营业额、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问初始投入与债务、问租约与一次性费用、比较退出与机会成本、追问客户与消费理由
BV1QfDSBXEuT,小红薯刷出来的噩梦！县城砸60万开三明治外卖店，网友都不看好，连线勇哥要打脸网友自己没有错。 @勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,遇到什么问题啦是这样的我之前因为我发了一个抖音火了有200多万人观看都让我来找你说我这个问题你的手挡住你的那个手挡住你的那个那个那个那个那个呢你说你这我刚刚旁边也在装修你说你刚刚怎么是我之前发了一个抖音我老婆发了一个抖音然后火了有有200多万人观看观看都让我来找你发什么抖音火的呀就是我老婆拿了40万然后投资这个店嘛给给你也报他现在有点多少啊你现在是有什么问题呃稍微等啊稍微等稍等我把这是咳啊在外面我跟你说是这样的那天那天因为我们之前我们之前是在这里在这个位置就是停车这个位置这里是摆摊的地方这一溜全部是摆摊的然后我们在这里摆摊摆摊我后面那个店就这个店他贴的那个转让嘛机房转让然后我在家里带孩子的时候我老婆就把这个店给盘下来了你在家里面带孩子对我我每天都在带孩子嘛啊小宝宝然后就转了转存多少钱嘛转让费20万20万对啊你拿着别晃就这样20万对那你现在是有什么问题吗呃是所有人都不看好这个这个三明治嘛然后都都要我来找你大家不看好谁不看好嘛那个网,比较退出与机会成本、问租约与一次性费用、确认城市与商圈、问面积与房租、问当前营业额、问人员与老板劳动、先看店外与门头
BV1AiQcBuE4x,老哥带娃被嘲笑软饭男，如今月赚2万证明自己。 三十年河东，三十年河西？@勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,有什么问题呢老哥这个店的话其实这个店其实盈利的我这个店是盈利的那那那是有什么问题呢没有什么很大问题最最主要的问题就是我这个人可能就比较笨不懂怎么变通吧就做事啊就很多新鲜的东西可能在玩流就是做流量这些我可能我都不太擅长嗯嗯那你找我是想干啥你们连上来的肯定都是给朱琳老师讲说想连麦的嘛对吧那是是有什么问题这我也我也说不上来就是我不知道就我这个店位置是很差的就我现在这个店的位置很差嗯今年多少岁了老哥呃今年的话我是79年的这个是我自己在门口写的自传79年什么自传啊你往后退点我看一下什么自传你叫夏国慧出生于1979年后田乡啊是父母生了七个我看一下加什么家中排行老七出生时正好赶上第一批计划生育被抓去什么来来再再往后我看一下这个太复杂了这不是从你怀娘胎里面就开始讲啊哈哈我觉得老哥你有点神呐你今年多少岁来着啊我是47岁你为什么为什么想着把自己的这个放在这呢那我看我再看下来1998年在二七路煤矿厂首次开了一家属于自己的小什么我看一下小电王后NO娃娃,比较退出与机会成本、拆分堂食/外卖/渠道、先看店外与门头、问当前营业额、问面积与房租、问人员与老板劳动、问水电与其他固定支出、确认城市与商圈、问经营时长与历史、问初始投入与债务
BV128QcBGE5W,单亲妈妈负债10万开糖水店，每天却只赚50块。勇哥退费399  @勇哥餐饮原创,亏损/是否止损,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、人工/产能/交付问题、经营者经验/机会成本,遇到什么问题呢嗯是这样的啊我这个店呢是开了一年半嗯然后我现在的月营业额是9000我刚刚盘了一下水电费的话大概是720这些数据都是等一下来一项一项的来就是这个店现在不不挣钱是不是嗯他的利润比较低他也不是不挣钱在哪个城市啊在广东佛山佛山哈佛山做糖水OK现在一天卖多少钱现在呃他太不稳定了昨天才几十块钱啊一个月总的余额是多少一个月我拉个平均数就从开业到现在是9000一天就300啊对开业多久呢一年七个月一年七个月呢是吧嗯嗯啊啊毛利率有多少嗯我之前算过准确的数据是就只有50%后面数据太差了我就干脆都没算了150的毛利是吧那个租金多少钱一个月2400他社会每年递增5%好几个人在天上就我一个就你一个是不是嗯啊人工给你算150块钱可以吧嗯嗯水电器多少钱呢720一个月720一个月是不是哦对那就给你算25块钱嘛24块钱嗯那就是每天亏100就相当于你在这儿每天挣50块钱工资啊对对对那只狗是你的吗是OK做餐饮吗尽量不要养狗嘛你今天养那回本没有我都没算过我,问初始投入与债务、确认城市与商圈、问当前营业额、问面积与房租、问人员与老板劳动、问水电与其他固定支出
BV19BDrBNERB,大韭菜要140万加盟烤肉，连麦中总部发力不连了！ 勇次郎：开了就亏200万！ @勇哥餐饮原创,加盟/接店/转让判断,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,问题呢就什么问题呢就是说这个是在青岛的这个也是李沧这边吗这边的话商圈去李村商圈这附近也有两个有两个大商场人流量比这边要多一个乐客城还有一个是那个还有一个是和谐嘛这商场人流量周末还可以周一到周五我感觉因为我昨天在这蹲了一天嘛不不不这这这打住打住别说你感觉我就问你你现在竟然找我看呢是吧哦那你这个所谓的老总你给他开那开车这几天那这个车是谁的这是他的啊油钱谁出啊他出啊OK他出好那你那你现在你到这来就是他怎么说的他说这边能干能干对然后呢然后他想让我在这边干他想让你在这干对啊就是意思是你你想加盟的这个公司他认可这,确认城市与商圈、问面积与房租、问租约与一次性费用、比较退出与机会成本、问经营时长与历史、问水电与其他固定支出、问人员与老板劳动
BV1CgD5BzEa7,澳门夫妻要开茶饮，评论区都要回澳门截胡位置！不好意思，不是当地的开不鸟。@勇哥餐饮原创,开店/选址/签约前判断,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,问题呢呃是这样子的我们想做在这一条看台街澳门的我们想开一家店就是用这个店铺眼前的你在澳门吗哦对是在澳门OK好你本地人吗哎是的好要看哪个位置呃目前这一搞铁门的哦OK多大面积啊听得到诶怎么又又换了个人啊这个才十个平米吗啊对OK租金多少钱一个月啊2万3200万3是吧怎么付的对啊押一付二啊准备做什么项目啊啊做小吃因为是看了勇哥的那个视频跟切切片也学习了就想做永哥的说的那些小吃你以前做啥的啊我以前做过桂林米粉啊在哪做就在澳门做吗他不是在老家广西在广西做就你开过店是不是啊10年前了哦那这个地方具体准备做具体的什么项目呢啊这我是想做杂物但我老公说想做糖水跟茶饮糖水和茶饮对加盟还是自营自营自营技术你们会是吧哦对有在茶饮店呃做过管理装修得花多少钱啊他不用怎么装修里面都是唉呃这里的话你们从他的门头灯面是门头上到门头啊门头灯箱这些给你算1万块钱嘛设备给你算2万块钱吗好吧首批物料算1万块钱吧差不多吧也就是说至少要13万这个店才开得起来预算够不够够不够啊,问面积与房租、问租约与一次性费用、先看店外与门头、问水电与其他固定支出、问当前营业额
BV1QrDTBNETE,年销170万的蜜雪，只要15万转让费！是天上掉馅饼还是陷阱？ @勇哥餐饮原创,,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,遇到什么问题新找位置还是这家店要改到你说话听不清楚蜜雪要转让吗对这家店要转让挡住你的话筒了要转让对哪个城市湖北黄石的市区县城还是乡镇市区的最近碧雪要转的有点多啊市区是吧对市区双门头是吧双门头双门楼对双门楼租金多少钱最可你他到今年的7月底到期目前是2万4然后这个房东等等等一下等一下问你什么回答我什么哈2万41年嘛是不是哇啊21万1年我爱你蜜雪冰城多大面积啊七十二十一万1年对1万7500一个月对是吧对你刚跟我说你是在县城是不是我是在地级市一个市区是吧对中心城区房租怎么付的啊房租怎么付的房租现在跟房东谈的是年付准备明天见面谈半年一付现在是年付吗对那2万4你刚刚说的2万4又是什么意思啊2万4是之前跟房东签的是2万4到今年的7月份到期然后变成了21万就降价了是吧对谈好了就现在还是2万4吗对到7月份才是1万7500嘛对那你现在接手过如果你接手过来要给2万4嘛是吧对对还要给三个月所以说你如果接手过来你要给15个月连续是吗嗯先给三个月或者把房东,比较退出与机会成本、确认城市与商圈、先看店外与门头、问面积与房租、问租约与一次性费用、问人员与老板劳动、问水电与其他固定支出、拆分堂食/外卖/渠道、问当前营业额
BV1a19TBVE11,人到中年负债几十万，开理发小吃店。又想加入咖啡！理发时间喝咖啡。 @勇哥餐饮原创,,目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,有什么问题呢你是理发店不开了吗不是不是因为我现在这个理发店哈我做了一年了他的收入呢他只能挣个工资能赚到钱知道吧这个早餐小吃也是你的吗因为我想因为上午这个地方他的人流比较小我想上午我一个人做早餐然后下午的话我做一个是你的吗你先回答我是不是你的对都是我的那这个有没有那个男发包子女发包子啊我没做包子这些我只做豆浆油条那有没有男发油男发油条女发油条呢呃这个你在开玩笑的后悔就那油条里面这么长的头发那不就是难发油条吗那如果油条里面裹裹了这么长一根头发那不就女发油条吗那个不会因为这个做那个事情哈我是因为想办营业执照和食品经营许可证经过现刊出来了我才做的啊这些不重要啊不重要不重要不重要就是你把理发店和这个早餐店开一起的是吗对对对OK开多久啦嗯因为十来天吧哦十十来天啊对对因为营业执照才加那个经食品经营的许可证才下来那这个理发店开多久了呢一年吧就说你以前是个理发店是不是这个以前不是最早的话是个谭木匠然后是个卖粉的然后是卖包子的那个我说你借你之前是在,问经营时长与历史、问当前营业额、先看店外与门头、追问客户与消费理由、拆分堂食/外卖/渠道
BV19H97BzEN3,小伙的砂锅菜开业前心虚了，对周围数据一问三不知，听亲戚说地方好就敢开！11万的投入会不会血本无归？ @勇哥餐饮原创,提升营业额/单量,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,遇到什么问题呢就就是这个小炒铺子嘛这个店是你的吗对生意不好吗还没开新拿的位置吗对你就你今天过来选址的是不是嗯嗯选品吧应该是兔子已经租了吗租了多久租的租了有个十来天吧OK哪个城市啊在西宁西宁是吧对你租之前不认识我们吗我认识关注你也好久了关注我多久啊啊关注可能大半年有了吧那为啥不问呢嗯没事着急的没当时也没来直播着急哈哈你着急个DER儿啊你现在不也空在这儿没用吗着急个啥我现在这个店已经在装修了这个那万一我今天看了这个店不行你咋办再就没有回头路了多久买的课啊嗯昨天那等于说之前舍不得花钱也不是我之前还买了个那个便宜点的哈哈教材是不是对那为啥就不问呢西宁市区还是县城乡镇啊在市区这边诶我希望你这个铺子是个好铺子好不好多大面积嗯50租金多少钱一个月5500怎么付的是半年付半年付对有没有押金你有1万的押金1万的押金是吧有没有转让费转让费4万4万是吧嗯之前他就是干这个外婆小炒的OK那你现在在装修你是要把它装成啥样子你想做啥呢做是那种我们这边四北的这,确认城市与商圈、问面积与房租、问租约与一次性费用、比较退出与机会成本、先看店外与门头、问当前营业额
BV16C9LB2Emg,200W开龙虎象火锅，年租金130万，月销70W才能保本！800平米的店居然没有停车位。@勇哥餐饮原创,亏损/是否止损、产品/价格/菜单调整,单位经济与现金流不成立、不可逆投入/沉没成本过高、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,有什么问题呢呃呃呃你来你来说啊好诶勇哥您好啊就是啊我们俩是一起合伙然后想做一个呃我们火锅好A勇哥不好意思刚刚有电话进来OK好然后我啊我们这个品牌叫龙虎巷舞啊茶馆火锅啊原来呢有在山东看一看的手店现在呢是想来深圳还有我们的一个手电那我们呢其实是想做一个火锅品领域然后不一样的一个品牌那我们特性就是说讲保证一个比较高的一个品质就比如说我们的品质是跟巴奴对齐的但是我们想把价格就是更低一些可能就是我们现在的跨跨度有点大因为我们这个地方啊他的租金是差不多要到11万啊然后我们面积有800多平米一年是100啊对呃30万的人你是啊我们的就是这个房租一年差不多要130万所以就是啊我们虽然自己有信心但是呢我们也只是深圳的首家店所以想请您评估一下哎这个店就是呃在发展过程当中可能会面临什么问题啊然后第二点呢就是我们自己也算了一下就是呃我们的呃呃就是比如说呃每天要做多少的一个盈亏平衡点就是我们预估了一下就是我们的所有的房租啊员工嗯然后还有我们的水电然后再加上,问水电与其他固定支出、拆分堂食/外卖/渠道、问面积与房租、问租约与一次性费用、比较退出与机会成本、问经营时长与历史、问初始投入与债务、问人员与老板劳动、先看店外与门头
BV1KGXhBcEAf,30万加盟糖水，月亏6千也要坚持开满5年，只为拿回总部的押金！中间15万开的奶茶店也亏光了@勇哥餐饮原创,请人诊断/优化、亏损/是否止损,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,遇到什么问题呢嗯想优化一下这个店哪个店我看下我看下你背后停停停我看下你背后背后啊向后转消耗回我店里面了卖糖水的吗是的自刨冰糖水OK走店门口去吧好的哪个城市啊嗯福建龙岩福建龙岩是吧是的市区县城还是下面的乡镇县城县城是吧对对照你的店现在一天卖多少钱哇现在都没生意呗对着你的店老板娘不要对着对面哦哦哦哦哦哦哦好好好好嗯叫什么慕雪慕雪婷是的现在一天卖多少钱几十块钱哦几十是的啊你拿着别动哈几十呢五十二十九十嗯八九十你这个谁知道你是卖啥的呀穆雪婷不会呀不不我的意思是大家不知不能通过你的招牌来知道你是卖啥的呀啊这个是因为是加盟的加盟的他就是这样子做的啊毛利率有多少啊哈毛利率有多少51%天45的毛利是吗是多大面积啊30多平方租金多少钱一个月租金23002300一个月是吧是的每天76块钱的租金几个人在天上一个人就你自己吗是的人工算多少钱嗯3000吧一天100水电器多少钱水电费就差不多一个月400左右就现在一天15块嗯每天亏146是吧差不多啊一个月亏,确认城市与商圈、问当前营业额、先看店外与门头、确认品类与核心产品、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问初始投入与债务、问经营时长与历史、比较退出与机会成本
BV16gXoB4E7h,店铺闲置6年舍不得出租，电竞小伙要跨行餐饮 @勇哥餐饮原创,提升营业额/单量,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、经营者经验/机会成本,想让你开还是我老爸你想开了让你老爸他们开我我回答您第一个问题就是这个店是我老爸想开他一直想开想利用起来然后呢他让我老妈去他觉得一家很好吃的重庆小面馆正在学习学习完了之后相当于是我老爸意思就是前期我先来帮忙如果这个店开成了就给我干如果这个店开不成我呃干嘛他都嗯不阻拦他是这个意思啊核心那是学技术花了多少钱呢学技术交了四千四千也就是说其实你现在你自己想不想干呢我自己因为我之前这个店之前干的时候我就在干一天24小时基本上都熬在这里我对于手电这个事情就是不是很想干但是如果想干的开店之前是多久干的在今年是26年一九年疫情前就在干了那一行是干了后面就没租出去是不是对一直就没也没往外租就你自己想不想干嘛我本身我不想干这个行业我就是如果有其他魔种手段我是打电竞的电竞职业选手就是我当时赶上疫情生意不好然后我就在家打游戏然后就去上海了就一直打电竞啊就你现你现在是在做游戏在打游戏对你个人能挣多少钱呢一个月工资9000啊你是职业选手是不是对手游那你为啥不,确认城市与商圈、问面积与房租、问当前营业额
BV1VQXjBTERx,砸30万加盟甜品店，每天却只赚30块！总部也跑路失联了。十年打工一场空  @勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,这个店开下来一共花花了多少钱花了23万吧开店负债没有收不才十几万吧30岁开店打工10年又是一场空开的什么店开一个加盟店但是我感觉他是个快餐品牌流血对卖什么的卖泡芙甜品之类的还有面包有奶茶吗酸奶好你不用走就在那站一下往后退往后退往后退现在一天卖多少钱呃20多就是八九千的一个样子那就相当于不就每天就300块钱吗对一天就是下雨的时候会少点儿就有一天下雨卖了200多其他时候就是个四五百块钱已经没你这20天卖了多少钱你都不知道你看一下现在看现在看看得到吗稍等一下啊啊嗯卖了1万3000多1万3000多对嘛嗯嗯你说你们啊真的是19天卖了1万3平均680嘛是不是反正对哎毛利率有多少毛利算了下50%有的是50%几有的是60%走到刚刚那个地方别乱别乱晃走到刚刚那个地方去55%嘛有没有那也差不多吧5%平均55%往后退我往后退退啊嗯374的毛利在哪个城市啊在我们这个呃山西的一个吕梁市市区还是县城乡镇市区市区是吧嗯租金多少钱给你租金5400每天的租金18,确认品类与核心产品、先看店外与门头、问当前营业额、确认城市与商圈、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问租约与一次性费用、比较退出与机会成本、问经营时长与历史
BV15mX5BwEFQ,成都首家甜品自助，月营业额10W+。本来有多家分店  @勇哥餐饮原创,提升营业额/单量,不可逆投入/沉没成本过高、人工/产能/交付问题、经营者经验/机会成本,遇到什么问题呢就是因为我现在的营业额一直卡在一个位置所以我想提升一下营业额呃哪个店是你的啊就这个数与烘焙好镜头高一点二楼三楼也是吗二楼三楼不是我只有这个一楼的这个位置你这个台阶未免太高了点啊啊因为这房租比较便宜我们之前的位置要好一点但是房租加物业加水电再加员工宿舍一个月差不多要4万多左右然后我换到这边来的话差不多一个月1万5左右OK好的明白你在哪个城市啊成都成都啊啊我们成都有这么高台阶的店吗嗯这边是万里号您肯定知道就这边万里号哦然后金龙渔港然后那边就是武侯祠锦里我怎么没有见过这个地方这么高的台阶啊呃可能之前没有注意我之前找铺子的时候都没有注意因为他这房租比较便宜所以说我就选了这里而且我本来客人也是通过线上平台来的你这离那个高升桥地铁口有多远啊前头有个华西坝OK然后那边有个14中学你现在一天卖多少钱呢我现在最少的话一个月是2000多最高的话是2万一个月还是一天啊一天啊这最少2000最高2万对哦那不错的呀嗯平均有多少呢我们营业额一般,问面积与房租、确认城市与商圈、问当前营业额、问毛利与变动成本、问人员与老板劳动、比较退出与机会成本、问水电与其他固定支出、问经营时长与历史、先看店外与门头、追问客户与消费理由、拆分堂食/外卖/渠道
BV18wXMBBE3w,旧锅炉房里开私房菜！老哥预算20万能不能开？ @勇哥餐饮原创,,不可逆投入/沉没成本过高、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,有什么问题啊这是个院子我给你看一下情况啊这是锅炉房这个地方我已经在这个地方待了有20年了原先他这个是个废子锅炉房我搞一印刷厂你看这里边是两个厅这是个外厅VT有个80多平我现在就把这个因为印刷厂萎缩了以后我想把这个里边这个这整整整100平我想把它改造成两层钢结构我已经订好了就这个改造成两层诶改成两层你这个层高不够啊够了呀有多高5米95米9那上面还有空的嘞这个以上还有哦哦上面顶要拆掉是吧哦因为我的外勤已经就搭成双层你看啊这个就是搭好的是不是哎这个目前这个高度是2米九啊你想干啥呢用这个我搞一个私房菜大棚菜私房菜嗯嗯走出去吧啊走走出去走出去我看完了啊嗯一楼多大面积啊这个整100平这里边就只有这一间拿来做私房菜嘛是吧对对对啊啊你旁边那个放机器的那一间呢这边是这边暂时先这样弄着如果情况要好的话也可以把这边全部都可以给做掉这边先不动是吧啊这个暂时先不动那走出去吧嗯那人家一来吃私房菜菜还没吃上进来就闻到你的油墨味儿怎么办那多没没味儿没味儿是吧啊,先看店外与门头、问面积与房租、问初始投入与债务
BV129XHBgEfS,小伙亏钱亏傻了！还要全负债25万开奶茶，位置选在倒闭商圈。宣称没有钱更要创业！@勇哥餐饮原创,开店/选址/签约前判断,不可逆投入/沉没成本过高、人工/产能/交付问题,想问一下他不还呐别有这种想法吗儿子去上班上班上班是不可能上班的勇哥有钱谁干奶茶有钱谁创业嘛你帮我唱一下看到了一个铺子然后想弄下来做个奶茶店做奶茶店啊对是哪个店石臼这个店就是黑龙江智茶这个这个直销店这个是吧对旁边的这个烤鱼这个打了一个喷绘部件也是属于你的吗这他这个是商厦是个商场OK你在哪个城市啊在甘肃稍等一下哈那你找个地儿站着别晃太晃了哥们好甘肃市区县城乡镇市区啊多大面积这个店80左右租金多少钱一个月一年10万8333一个月是不是我看一下8333怎么付的付的话一年一付年付有没有押金押金没问没有押金是吧应该是没有没忘看有没有转费没有有没有中介费有没有喝茶费没有甘肃的市区是吧对甘肃OK准备做奶茶对做什么品牌准备自己做自营啊对自饮奶茶呀对为啥我呃因为这个城市最早我是在18年做的18年我做了有5年的时间做的奶茶店然后后面因为这些大品牌进来之后我们就做不下去了嘛这沉淀了两年之后现在就就反正还是不太甘心就想重新再再做种就是区域化的品牌出来结合,确认城市与商圈、问面积与房租、问租约与一次性费用、问水电与其他固定支出、确认品类与核心产品
BV1YKQ6BwE3J,开局两个桶，最低成本“建店”，三天就回本！小伙风险意识有史以来排第一。 @勇哥餐饮原创,开店/选址/签约前判断,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题,想让你帮我选个品对我就问你啊啊我经常讲我说一下咱要节约钱节约钱我们要低成本鉴定低成本鉴定那咱也不至于低成本成这个样子吧你你咋怎么样是吧你要你要做生意你要在这你你怎么你得整一餐车吧还有那你你不管咋样你得在这整一招牌吧你怎样整两个装冰冰块的这冰桶你旁边那个车里面放的是啥呃旁边车里面放的是米饭打开我看一下Thisgirlismyway米饭在哪啊meanyou啊在这在这day哦盒子里面装着的哦对哎呦我去你这一天能卖多少钱啊呃卖的很卖的很少因为是这样勇哥我想你能卖的你能卖的多就见鬼呢不勇哥是这样我因为我去年的话一直想想要开一个店然后开个店以后呢然后就是想开一个麻辣烫的店然后后来就是机缘巧合吧也是看了你的直播然后我就当时就感觉就是嗯做不了因为我之前从来没有做过餐饮嘛对然后就是呃也没有任何的经验然后看了您的视频以后呢我就感觉这个不太现实因为打住打住打住等一下我听你这个描述你说着说着你就要说我就买了你的课你的课里面就讲低成本创业然后我就来整了这,问当前营业额、问初始投入与债务、问毛利与变动成本
BV1dRQZBHETo,6万接盘“贫民窟厕所风”餐饮店，三哥看了都摇头。每天亏1百小伙还想要开下去 @勇哥餐饮原创,提升营业额/单量,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,有什么问题就是看提升一下营业额吗店里面我想给他重新装修一下嘛肯定要装修啊怎么装修装修风格像想那种市井风吧网上也看了一下别人的闹过店里面装修风格嘛你老婆在不在啊今天我把你直播间分享给他的不知道有没有进来看负债没有稍微负债了一点吧嗯稍微负债了一点负债多少不多呃一两个两个W吧OK明白你这个地方有营业执照吗没有这里面这里面店都没有营业执照都没有营业执照是吧嗯对对对唉当初这个老板是怎么跟你老婆讲的这一点我就不清楚了反正把店转下来了就你也没问你老婆吗你转都已经转了那还有什么办法是钱都已经交了问那么多有什么用啊等下又是吵架OK好好好好明白OK那就是想办法看有没有什么办法营业额提升一下吧嗯这700块钱里面就这一周都是700是吧嗯平均下来对OK那你那你周围那些店一天卖多少钱呢就你旁边对面你隔壁那些店一天卖多少钱呢我对面那个店稍微生意好一点差不多1000多一点吧我看一下他是他是路边有展示面的吗没有没有都都都在这一条街里哪条街就我门口这里啊对面卖什么,先看店外与门头、确认城市与商圈、问面积与房租、问毛利与变动成本、问人员与老板劳动、问水电与其他固定支出、比较退出与机会成本、问租约与一次性费用、问初始投入与债务、确认品类与核心产品、问当前营业额、问经营时长与历史
